duration,protocol,src_port,dst_port,packets,bytes,rate,packet_size_avg,packet_size_std,inter_arrival_time,flow_duration,syn_count,ack_count,fin_count,device_type,label
2.3463404498842957,TCP,61622,3389,2051.281733269284,728.2017037890218,2278.080247152372,989.0597930242415,8.972392973162387,0.10665315506957954,6.781141826055671,1,7,1,camera,attack
15.050607154587606,TCP,1887,3389,3646.3877621639126,233.4273462461273,1112.939984431544,322.7720133971805,41.42606241089973,0.0681580077719862,7.623990166668081,2,14,1,controller,attack
6.583728467727247,UDP,48675,3389,43.0,1499.4512616865677,57.919494035279506,785.9922373579356,71.1340258428076,0.13603304736337077,3.1529128768964054,2,16,0,sensor,normal
4.564712768879766,TCP,45937,21,63.0,355.05077579509253,80.43302395505837,486.1630760534334,115.83925318479082,0.02461182661317884,3.8963476693424397,1,8,1,camera,normal
0.8481243523117314,UDP,28708,21,4418.504162985682,868.4772902047249,2949.8673102692433,336.2666525599739,9.390958360913041,0.18450692267033464,15.14116681875986,4,12,1,sensor,attack
0.847981459573026,TCP,4079,3389,58.0,316.79816244367515,61.88901169800791,553.0228010762822,206.20433186391875,0.01694664408339015,20.150252573112155,0,9,0,sensor,normal
0.29919384304340335,UDP,55309,22,2765.1956018636333,553.6772338318365,88.01432832430103,705.8250889912737,4.139051068677464,0.04003513490590791,0.3778505102449199,0,7,1,sensor,attack
10.056154322399697,UDP,13210,3389,57.0,232.58122797541213,72.38858401115658,189.45903985104752,194.9745160972765,0.08945479042962237,9.29260882745184,2,9,0,camera,normal
4.595410768136323,TCP,3706,8080,44.0,1002.4146642103165,77.3242503278815,640.3177698574019,2.804126282837697,0.13350811982221664,10.035808161743866,1,13,1,sensor,normal
6.156250308522951,TCP,46674,8080,42.0,554.4020334526302,72.2849506625635,497.56430026858203,16.667260800333356,0.030949351690825584,13.367776097313895,2,13,1,gateway,normal
0.10399653999569311,TCP,39070,21,46.0,16.248600913993528,76.58091614899567,615.4088165132669,161.10583604194153,0.29588168208930954,11.836695612212687,1,15,0,sensor,normal
17.51778737579156,UDP,47597,8080,1443.2343341760222,28.569235861168117,478.0407169260716,502.19507146779597,196.72880981545552,0.12245540975733211,20.990280402262215,1,11,3,camera,attack
8.932147716773375,TCP,22856,8080,750.8873335981054,637.0207895183955,607.4052051330476,385.6262322490692,403.2261951715948,0.02454850643475416,0.8172245593364353,1,10,2,controller,attack
1.1934381262447349,UDP,18021,443,48.0,202.39268122441783,77.0786915872659,277.37534972562423,12.297567599481694,0.12937718291198352,4.916314144101453,2,8,2,sensor,normal
1.0033949437483167,TCP,35664,3389,47.0,879.5780847154454,57.868000527998554,634.5290224094051,74.75001321719144,0.11918258604608911,15.236706129638852,1,9,2,sensor,normal
1.0130571141612852,TCP,12370,3389,49.0,524.5726522790953,93.41912697466239,633.4543984397669,8.029488488553502,0.13970886981648,18.7457609819678,1,7,1,sensor,normal
1.8137686473023855,TCP,41515,3389,52.0,1062.5306382008764,90.81983394580183,632.4544495381616,17.00858702048271,0.24755195435727192,3.0756977942882924,4,8,3,sensor,normal
3.7196391543042724,TCP,64067,3389,3319.0762347499985,3044.8211376727945,3966.661684836896,585.5192638881147,19.175857519701573,0.12438132854769564,8.801614365600262,1,11,2,sensor,attack
2.8276853339016834,TCP,47663,80,44.0,752.3371184676023,56.36949189837664,688.939774367894,6.548643849232691,0.04337261553041247,1.9938431990112073,1,12,0,sensor,normal
1.7211149627697075,UDP,64056,3389,3955.2507805302384,1548.2421765113172,1048.506248433622,781.2138559539284,223.47377326857205,0.15631149690986773,19.03100162887523,0,10,1,sensor,attack
4.731854369498993,UDP,49738,21,5647.172898359281,1398.5329331174642,1136.2196726123614,124.71643051869637,13.508175726391954,0.11902729368692598,13.10927735021621,3,11,2,sensor,attack
0.7511726436366933,TCP,8213,21,1280.2800228751553,2548.371882451239,302.80947608037053,31.640511226182355,99.2472352970288,0.08539245353822049,2.511124074016757,1,8,0,sensor,attack
1.7275775600120113,ICMP,63619,80,56.0,240.82121866627276,51.23595169750865,843.589471975929,98.2823412194499,0.04366971295958154,9.77563000534948,3,13,1,sensor,normal
2.281386091104235,UDP,46544,3389,51.0,1756.3554773337983,57.77817617119738,231.7906970829622,22.145149036485975,0.25389301065208303,7.119638610984258,4,9,0,camera,normal
3.044673439298875,ICMP,63943,22,51.0,2359.3711132895264,24.452643145884558,282.75134264207605,644.4814807574471,0.0718987674356452,2.9952085000311586,4,7,1,camera,normal
7.689680055154559,TCP,45357,3389,2827.2584978372524,498.8360879402405,2758.727446516115,442.47713762501513,42.67415138722194,0.0989139358590418,22.360729096791122,5,9,1,sensor,attack
1.1136793106434515,TCP,65466,21,53.0,376.60974924282226,55.727399673431854,169.20568425737952,235.4872259671128,0.053676428773596456,1.5998015220984056,3,11,3,camera,normal
3.6101457751656385,TCP,65441,443,51.0,3037.302666352049,52.650532538214655,423.6826605384725,296.20022268235135,0.15178405658306804,6.300968962639368,1,7,1,gateway,normal
4.487523606548803,UDP,22794,8080,47.0,987.8748742488594,43.563838836614025,310.37893117546696,297.5710342849628,0.04170916952707332,8.741854442891995,1,11,3,sensor,normal
0.23781924878204272,TCP,40734,443,60.0,479.1275018598295,5.807129571686054,453.3318260605985,139.77096183649198,0.16640756960747077,17.346930554733014,0,12,0,camera,normal
4.676665103248051,TCP,48522,22,63.0,1569.3892773510056,88.24013344598492,555.9682609814204,29.276832595274545,0.011422348563360628,1.6273061351017644,4,10,0,sensor,normal
0.9348062598870821,TCP,45175,3389,54.0,363.0867436867473,31.699422644302977,431.292354914087,12.857836691626343,0.12343010723581203,9.39494387020588,2,7,0,camera,normal
0.33631965439652123,TCP,64757,80,49.0,194.07951473768117,64.24603344682944,421.1905429205706,84.37026110747532,0.06479485042233217,0.065813535692962,2,13,2,gateway,normal
14.868438967534654,UDP,58935,3389,2160.319770653895,785.1958835217177,2876.1947360816544,551.5991593583293,44.63482468367674,0.11998266213738791,17.292428833933535,3,5,0,camera,attack
16.853151712305863,TCP,62501,22,53.0,835.1994470204978,58.44868253845268,708.8583595899896,177.80874298735336,0.07579964551425923,2.675297666169759,0,9,1,sensor,normal
8.261657864064384,TCP,1268,22,4708.336877319443,1747.2440416964266,1925.3110819605824,820.5928693843332,136.64527252384832,0.014422416013632184,12.762400089923155,2,12,1,camera,attack
1.8164392998437915,UDP,33812,8080,50.0,610.6963378870466,18.14398334313281,456.29234919955695,32.36109137924553,0.06481576440162723,9.20996258758272,1,13,1,camera,normal
0.5138865750125312,ICMP,30829,22,55.0,1685.1670260335018,28.060574104796554,864.9778303846474,1.7161656096180402,0.3339885109216941,0.5142739070196214,1,8,1,gateway,normal
5.763753815493309,UDP,14941,443,52.0,372.9824476377712,52.41880712703001,675.3413669522492,27.09111720824573,0.14058466727937366,2.023977611803131,4,7,0,sensor,normal
2.9004542129269915,ICMP,58761,8080,64.0,856.5328436281586,78.9342451596926,253.59830920536473,83.72845248178399,0.03569453833919666,3.1162058715866214,1,19,1,camera,normal
0.6507611697722432,UDP,47513,3389,51.0,233.79100846561374,43.19889706504186,247.758348877265,8.229249811886389,0.2884444024000274,21.779605184776678,2,14,0,gateway,normal
3.4177361406707507,TCP,63450,3389,49.0,486.8583976464022,20.392255304613084,384.542429879466,107.3741934947648,0.1509349517363837,6.5547264033277886,3,8,0,sensor,normal
0.17496860721739543,TCP,6791,80,2708.14960677069,1948.6918993675713,222.7470057767449,788.9207966719453,111.3816137975417,0.04532599834399945,24.476480692659273,0,10,4,sensor,attack
12.002114436965119,UDP,29414,22,4090.2888652105657,243.33119935195114,3083.2972945739125,399.7265368868927,18.559963064379655,0.09252658020335391,0.4861257550777971,2,12,0,sensor,attack
1.4972888842034304,UDP,11271,22,576.1855536882409,1661.992332755554,451.6186717067808,121.52863509874538,90.71284195583088,0.05563210286842886,0.06585510668652665,2,14,5,camera,attack
5.431278992824902,UDP,4539,21,711.8821910476121,332.50045558277117,327.44900984121944,454.22315822245787,93.38729673668482,0.010168992042253227,29.612655485884435,2,10,1,sensor,attack
1.8677329082881182,TCP,60743,8080,43.0,35.09852950526549,67.44668799869838,103.88560648791866,65.00458267537034,0.16400487105927541,12.870533958969467,1,16,0,camera,normal
3.6705544795461433,TCP,35702,21,50.0,116.46030216811792,20.757873085437318,289.00287061262566,306.2851348741563,0.021205293658376426,15.2931889173549,5,14,1,gateway,normal
